device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
14122794099,14100274310,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-146.41915893554688, -54.16273498535156, 927.1144409179688)","(0.7201709747314453, 0.5884421467781067, 1.0803333520889282)",1,"(0.4491201937198639, 0.44948384165763855)","(-18.703218460083008, 123.83643341064453, 37.026824951171875)",1,3.913299560546875,1,"(-86.8144760131836, -62.912086486816406, 935.1939697265625)","(0.6276593804359436, 0.6063634157180786, 1.0826389789581299)",1,1706707211341,0.4491201937198639,0.44948384165763855
14133791472,14111271707,"(0.4712521433830261, 0.48756900429725647)","(-10.567122459411621, 116.43592071533203, 34.33332824707031)",1,5.8502044677734375,1,"(-163.85780334472656, -64.7890625, 931.16650390625)","(0.7459717392921448, 0.6092877984046936, 1.0953818559646606)",1,"(0.4623856842517853, 0.6358755826950073)","(-13.826581001281738, 87.61772918701172, 23.8443603515625)",1,4.1721343994140625,1,"(-105.96073150634766, -72.46701049804688, 940.1492309570312)","(0.6560583710670471, 0.624617338180542, 1.0977457761764526)",1,1706707222340,0.47,0.56
14133802575,14111282811,"(0.4673134982585907, 0.4928361475467682)","(-12.015031814575195, 115.4124526977539, 33.96075439453125)",1,5.8546600341796875,1,"(-163.3242950439453, -64.67098236083984, 930.6683959960938)","(0.7452890872955322, 0.609126091003418, 1.0942025184631348)",1,"(0.4867268204689026, 0.6758042573928833)","(-4.878302574157715, 79.8590087890625, 21.020423889160156)",1,4.1841583251953125,1,"(-105.27301025390625, -72.31624603271484, 939.6366577148438)","(0.6551031470298767, 0.6244044899940491, 1.0965538024902344)",1,1706707222352,0.48,0.58
14133813678,14111293914,"(0.4673134982585907, 0.4928361475467682)","(-12.015031814575195, 115.4124526977539, 33.96075439453125)",1,5.8546600341796875,1,"(-163.3271484375, -64.67447662353516, 930.668212890625)","(0.7452934980392456, 0.609133243560791, 1.0942035913467407)",1,"(0.4874470829963684, 0.6715627312660217)","(-4.613534450531006, 80.68321228027344, 21.320409774780273)",1,4.1456146240234375,1,"(-105.27014923095703, -72.31275177001953, 939.6368408203125)","(0.6550987362861633, 0.6243975162506104, 1.0965529680252075)",1,1706707222362,0.48,0.58
14133824781,14111305017,"(0.4598607122898102, 0.4953342080116272)","(-14.754815101623535, 114.92704772949219, 33.7840690612793)",1,5.8869781494140625,1,"(-163.3300323486328, -64.67796325683594, 930.6680297851562)","(0.7452980279922485, 0.6091402769088745, 1.0942047834396362)",1,"(0.4874470829963684, 0.6715627312660217)","(-4.613534450531006, 80.68321228027344, 21.320409774780273)",1,4.1456146240234375,1,"(-105.26728057861328, -72.30925750732422, 939.6370239257812)","(0.6550942659378052, 0.6243904232978821, 1.0965522527694702)",1,1706707222373,0.47,0.58
14133835884,14111316120,"(0.4829561412334442, 0.4852910339832306)","(-6.2645134925842285, 116.8785629272461, 34.49443054199219)",1,5.885223388671875,1,"(-163.02272033691406, -64.59407043457031, 930.2493286132812)","(0.7449396848678589, 0.6090329885482788, 1.0932645797729492)",1,"(0.4841274619102478, 0.6289782524108887)","(-5.833911895751953, 88.9580078125, 24.33219337463379)",1,4.124359130859375,1,"(-104.8292465209961, -72.19416809082031, 939.21484375)","(0.6545013785362244, 0.6242309212684631, 1.095600962638855)",1,1706707222385,0.48,0.56
14133846987,14111327223,"(0.4829561412334442, 0.4852910339832306)","(-6.2645134925842285, 116.8785629272461, 34.49443054199219)",1,5.885223388671875,1,"(-162.65863037109375, -64.54317474365234, 930.693115234375)","(0.744263231754303, 0.6088747978210449, 1.094004511833191)",1,"(0.490592896938324, 0.6469674110412598)","(-3.4570906162261963, 85.46243286132812, 23.059917449951172)",1,4.1661224365234375,1,"(-104.43203735351562, -72.1391372680664, 939.6344604492188)","(0.6538279056549072, 0.6240630149841309, 1.0963366031646729)",1,1706707222396,0.49,0.57
14133858090,14111338326,"(0.4829561412334442, 0.4852910339832306)","(-6.2645134925842285, 116.8785629272461, 34.49443054199219)",1,5.885223388671875,1,"(-162.6614227294922, -64.5466537475586, 930.6929321289062)","(0.7442675828933716, 0.6088818311691284, 1.0940055847167969)",1,"(0.490592896938324, 0.6469674110412598)","(-3.4570906162261963, 85.46243286132812, 23.059917449951172)",1,4.1661224365234375,1,"(-104.42926788330078, -72.13565063476562, 939.6346435546875)","(0.6538236141204834, 0.6240559816360474, 1.0963356494903564)",1,1706707222439,0.49,0.57
14133869194,14111349430,"(0.49121996760368347, 0.48452597856521606)","(-3.226574659347534, 117.02722930908203, 34.54850769042969)",1,5.8751678466796875,1,"(-162.8851776123047, -64.62323760986328, 930.5885009765625)","(0.7446386218070984, 0.609048068523407, 1.0938876867294312)",1,"(0.5063065886497498, 0.6461325883865356)","(2.3195302486419678, 85.62467956542969, 23.118898391723633)",1,4.1767730712890625,1,"(-104.53837585449219, -72.19176483154297, 939.5572509765625)","(0.6540026664733887, 0.6241790652275085, 1.0962148904800415)",1,1706707222440,0.5,0.57
14133880297,14111360533,"(0.49121996760368347, 0.48452597856521606)","(-3.226574659347534, 117.02722930908203, 34.54850769042969)",1,5.8751678466796875,1,"(-162.46307373046875, -64.59493255615234, 930.2671508789062)","(0.744079053401947, 0.609042763710022, 1.0931072235107422)",1,"(0.5072680711746216, 0.6392409801483154)","(2.6730008125305176, 86.96382904052734, 23.606287002563477)",1,4.18304443359375,1,"(-104.12938690185547, -72.14810180664062, 939.2095336914062)","(0.6534415483474731, 0.6241517066955566, 1.0954290628433228)",1,1706707222440,0.5,0.56
14133891400,14111371636,"(0.5053372979164124, 0.4849310517311096)","(1.9632289409637451, 116.94852447509766, 34.51986312866211)",1,5.847015380859375,1,"(-162.84933471679688, -64.69487762451172, 930.1925659179688)","(0.7446910738945007, 0.6092495918273926, 1.093106985092163)",1,"(0.5072680711746216, 0.6392409801483154)","(2.6730008125305176, 86.96382904052734, 23.606287002563477)",1,4.18304443359375,1,"(-104.51092529296875, -72.2388687133789, 939.1605834960938)","(0.6540289521217346, 0.6243354082107544, 1.0954298973083496)",1,1706707222440,0.51,0.56
14133902503,14111382739,"(0.5057754516601562, 0.49550801515579224)","(2.1242973804473877, 114.89322662353516, 33.771873474121094)",1,5.840576171875,1,"(-162.53419494628906, -64.69486999511719, 930.160400390625)","(0.7442176938056946, 0.6092599630355835, 1.0929354429244995)",1,"(0.5072872042655945, 0.6175137758255005)","(2.6800429821014404, 91.18574523925781, 25.1429443359375)",1,4.184417724609375,1,"(-104.09717559814453, -72.21756744384766, 939.1182861328125)","(0.6534090638160706, 0.6243065595626831, 1.0952516794204712)",1,1706707222458,0.51,0.56
14133913606,14111393842,"(0.513526439666748, 0.5046314597129822)","(4.973712921142578, 113.12042236328125, 33.126617431640625)",1,5.805633544921875,1,"(-162.29672241210938, -64.6351318359375, 929.093505859375)","(0.7441397309303284, 0.6092904210090637, 1.0907487869262695)",1,"(0.5092557668685913, 0.6054306030273438)","(3.403712511062622, 93.53369140625, 25.997529983520508)",1,4.179443359375,1,"(-103.83676147460938, -72.12894439697266, 938.0465698242188)","(0.6531941890716553, 0.6242966651916504, 1.0930567979812622)",1,1706707222463,0.51,0.56
14133924709,14111404945,"(0.5002824664115906, 0.5213130116462708)","(0.10497300326824188, 109.87894439697266, 31.94682502746582)",1,5.7982330322265625,1,"(-162.23675537109375, -64.68394470214844, 928.828857421875)","(0.7441195249557495, 0.6094279289245605, 1.0902146100997925)",1,"(0.5092557668685913, 0.6054306030273438)","(3.403712511062622, 93.53369140625, 25.997529983520508)",1,4.179443359375,1,"(-103.7858657836914, -72.16773986816406, 937.7793579101562)","(0.6531626582145691, 0.6244170069694519, 1.0925220251083374)",1,1706707222474,0.5,0.56
14133935812,14111416048,"(0.4983842670917511, 0.5182841420173645)","(-0.5928483009338379, 110.4675064086914, 32.161014556884766)",1,5.806732177734375,1,"(-161.87989807128906, -64.64875793457031, 928.3079833984375)","(0.7437120676040649, 0.6094351410865784, 1.0890635251998901)",1,"(0.4975001811981201, 0.6242204308509827)","(-0.9178504347801208, 89.88255310058594, 24.668628692626953)",1,4.16290283203125,1,"(-103.39944458007812, -72.1030502319336, 937.2418212890625)","(0.6526660919189453, 0.6243759393692017, 1.0913621187210083)",1,1706707222485,0.5,0.57
14133946915,14111427151,"(0.49528753757476807, 0.5036503076553345)","(-1.7312549352645874, 113.31108856201172, 33.19599151611328)",1,5.803436279296875,1,"(-161.78140258789062, -64.6534423828125, 928.2103271484375)","(0.7435873746871948, 0.609460175037384, 1.0888384580612183)",1,"(0.48131316900253296, 0.6291873455047607)","(-6.86846399307251, 88.9173812866211, 24.31734275817871)",1,4.1920013427734375,1,"(-103.25701141357422, -72.09126281738281, 937.1423950195312)","(0.6524664759635925, 0.6243699789047241, 1.0911319255828857)",1,1706707222496,0.49,0.57
14133958019,14111438255,"(0.5107899308204651, 0.505064070224762)","(3.9677250385284424, 113.0363540649414, 33.09599685668945)",1,5.7535247802734375,1,"(-161.84796142578125, -64.65440368652344, 928.0601196289062)","(0.7437297105789185, 0.6094817519187927, 1.0885661840438843)",1,"(0.48131316900253296, 0.6291873455047607)","(-6.86846399307251, 88.9173812866211, 24.31734275817871)",1,4.1920013427734375,1,"(-103.32611083984375, -72.0841064453125, 936.9970092773438)","(0.6525956988334656, 0.6243765950202942, 1.090857744216919)",1,1706707222506,0.5,0.57
14133969122,14111449358,"(0.5083136558532715, 0.4956696331501007)","(3.0573909282684326, 114.8618392944336, 33.76042556762695)",1,5.7320098876953125,1,"(-161.4317169189453, -64.87275695800781, 927.3546142578125)","(0.7432833313941956, 0.6100342869758606, 1.0870667695999146)",1,"(0.48133260011672974, 0.6265392899513245)","(-6.861343860626221, 89.43191528320312, 24.504695892333984)",1,4.1916656494140625,1,"(-102.86824035644531, -72.37953186035156, 936.2844848632812)","(0.6520240306854248, 0.6250929236412048, 1.089390754699707)",1,1706707222518,0.49,0.56
14133980225,14111460461,"(0.5058974027633667, 0.5002405643463135)","(2.1691205501556396, 113.97364807128906, 33.43714904785156)",1,5.7519989013671875,1,"(-161.3203887939453, -64.54935455322266, 926.6793212890625)","(0.7432893514633179, 0.6094690561294556, 1.0856568813323975)",1,"(0.4885738492012024, 0.6254472136497498)","(-4.199345111846924, 89.6441421508789, 24.581932067871094)",1,4.1380615234375,1,"(-102.74862670898438, -72.01708221435547, 935.6038818359375)","(0.6519517302513123, 0.624465823173523, 1.087960124015808)",1,1706707222529,0.5,0.56
14133991328,14111471564,"(0.48909327387809753, 0.4800807535648346)","(-4.0083794593811035, 117.8909912109375, 34.86294174194336)",1,5.8365478515625,1,"(-161.322998046875, -64.55280303955078, 926.67919921875)","(0.7432934045791626, 0.6094760298728943, 1.0856579542160034)",1,"(0.4885738492012024, 0.6254472136497498)","(-4.199345111846924, 89.6441421508789, 24.581932067871094)",1,4.1380615234375,1,"(-102.74600982666016, -72.01364135742188, 935.60400390625)","(0.6519477367401123, 0.624458909034729, 1.0879591703414917)",1,1706707222539,0.49,0.55
14134002431,14111482667,"(0.4844290316104889, 0.4959701895713806)","(-5.723052501678467, 114.80343627929688, 33.739166259765625)",1,5.8146209716796875,1,"(-161.0137939453125, -64.48980712890625, 925.745849609375)","(0.7430679202079773, 0.6094829440116882, 1.0837088823318481)",1,"(0.49787524342536926, 0.6530723571777344)","(-0.779970109462738, 84.27616119384766, 22.628164291381836)",1,4.13592529296875,1,"(-102.44351959228516, -71.91438293457031, 934.6558837890625)","(0.6516454219818115, 0.6244093179702759, 1.0859988927841187)",1,1706707222551,0.49,0.57
14134013534,14111493770,"(0.4816414415836334, 0.4978644847869873)","(-6.747821807861328, 114.43534088134766, 33.60519027709961)",1,5.8304595947265625,1,"(-160.8334197998047, -64.48158264160156, 925.5614013671875)","(0.742840051651001, 0.609495222568512, 1.0832834243774414)",1,"(0.5062571167945862, 0.6490687131881714)","(2.3013436794281006, 85.05413055419922, 22.911325454711914)",1,4.1367645263671875,1,"(-102.26516723632812, -71.89436340332031, 934.4606323242188)","(0.6514064073562622, 0.6244021058082581, 1.085570216178894)",1,1706707222570,0.49,0.57
14134024637,14111504873,"(0.4816414415836334, 0.4978644847869873)","(-6.747821807861328, 114.43534088134766, 33.60519027709961)",1,5.8304595947265625,1,"(-160.8360137939453, -64.4850082397461, 925.561279296875)","(0.7428441047668457, 0.6095021963119507, 1.083284616470337)",1,"(0.5062571167945862, 0.6490687131881714)","(2.3013436794281006, 85.05413055419922, 22.911325454711914)",1,4.1367645263671875,1,"(-102.26256561279297, -71.89094543457031, 934.4607543945312)","(0.6514023542404175, 0.6243951916694641, 1.0855692625045776)",1,1706707222592,0.49,0.57
14134035740,14111515976,"(0.491819828748703, 0.535164475440979)","(-3.006056785583496, 107.1874008178711, 30.9671573638916)",1,5.8289642333984375,1,"(-160.65011596679688, -64.53065490722656, 925.1214599609375)","(0.7426767349243164, 0.6096606254577637, 1.0823626518249512)",1,"(0.521753191947937, 0.628476083278656)","(7.997961044311523, 89.05558776855469, 24.367700576782227)",1,4.1333465576171875,1,"(-102.0649185180664, -71.92767333984375, 934.0144653320312)","(0.6511766314506531, 0.624542236328125, 1.0846471786499023)",1,1706707222593,0.51,0.58
14134046844,14111527080,"(0.491819828748703, 0.535164475440979)","(-3.006056785583496, 107.1874008178711, 30.9671573638916)",1,5.8289642333984375,1,"(-160.3616943359375, -64.53797912597656, 924.4874877929688)","(0.7424030303955078, 0.6097697615623474, 1.0810190439224243)",1,"(0.5231115818023682, 0.6446079611778259)","(8.497357368469238, 85.9208984375, 23.226762771606445)",1,4.143768310546875,1,"(-101.79573059082031, -71.91172790527344, 933.3644409179688)","(0.6508750915527344, 0.6246151924133301, 1.0832980871200562)",1,1706707222596,0.51,0.59
14134057947,14111538183,"(0.500572144985199, 0.5340883731842041)","(0.2114623337984085, 107.39651489257812, 31.04326057434082)",1,5.7753143310546875,1,"(-160.34120178222656, -64.5642318725586, 924.5139770507812)","(0.7423646450042725, 0.6098203063011169, 1.0810678005218506)",1,"(0.5231115818023682, 0.6446079611778259)","(8.497357368469238, 85.9208984375, 23.226762771606445)",1,4.143768310546875,1,"(-101.76897430419922, -71.93101501464844, 933.3897094726562)","(0.6508303284645081, 0.6246510148048401, 1.0833452939987183)",1,1706707222609,0.51,0.59
14134069050,14111549286,"(0.4939250349998474, 0.49600791931152344)","(-2.2321555614471436, 114.79615020751953, 33.73640441894531)",1,5.7548980712890625,1,"(-160.0673828125, -64.55511474609375, 924.1378173828125)","(0.7420437932014465, 0.6098594069480896, 1.0802336931228638)",1,"(0.4991065263748169, 0.6547898054122925)","(-0.32731398940086365, 83.94243621826172, 22.506664276123047)",1,4.1349639892578125,1,"(-101.47727966308594, -71.90013122558594, 933.0001220703125)","(0.6504503488540649, 0.6246538758277893, 1.082505226135254)",1,1706707222618,0.5,0.58
14134080153,14111560389,"(0.4939250349998474, 0.49600791931152344)","(-2.2321555614471436, 114.79615020751953, 33.73640441894531)",1,5.7548980712890625,1,"(-159.88906860351562, -64.56383514404297, 924.2677001953125)","(0.7417347431182861, 0.6098625063896179, 1.0804295539855957)",1,"(0.48780855536460876, 0.6367425918579102)","(-4.480670928955078, 87.44929504394531, 23.78306770324707)",1,4.0896453857421875,1,"(-101.28670501708984, -71.90428161621094, 933.1184692382812)","(0.650140106678009, 0.6246476173400879, 1.0826994180679321)",1,1706707222629,0.49,0.57
14134091256,14111571492,"(0.49395668506622314, 0.49797898530960083)","(-2.220510244369507, 114.41314697265625, 33.59700393676758)",1,5.77178955078125,1,"(-159.88925170898438, -64.474365234375, 924.0623779296875)","(0.7417886853218079, 0.6097076535224915, 1.0800135135650635)",1,"(0.48780855536460876, 0.6367425918579102)","(-4.480670928955078, 87.44929504394531, 23.78306770324707)",1,4.0896453857421875,1,"(-101.29087829589844, -71.80829620361328, 932.9135131835938)","(0.6501793265342712, 0.6244841814041138, 1.0822793245315552)",1,1706707222640,0.49,0.57
14134102359,14111582595,"(0.49162426590919495, 0.5192619562149048)","(-3.0779683589935303, 110.27749633789062, 32.09186935424805)",1,5.7619476318359375,1,"(-159.7147674560547, -64.4758529663086, 924.0204467773438)","(0.741531252861023, 0.6097198724746704, 1.0798720121383667)",1,"(0.48156410455703735, 0.6121087670326233)","(-6.776243686676025, 92.23600006103516, 25.525300979614258)",1,4.088531494140625,1,"(-101.08164978027344, -71.82280731201172, 932.86572265625)","(0.649868369102478, 0.6245248913764954, 1.0821418762207031)",1,1706707222652,0.49,0.57
14134113462,14111593698,"(0.49162426590919495, 0.5192619562149048)","(-3.0779683589935303, 110.27749633789062, 32.09186935424805)",1,5.7619476318359375,1,"(-159.55850219726562, -64.40985870361328, 924.0537109375)","(0.7412809133529663, 0.6095827221870422, 1.0798753499984741)",1,"(0.48204103112220764, 0.6137824058532715)","(-6.600918769836426, 91.91078186035156, 25.40693473815918)",1,4.1006622314453125,1,"(-100.91796875, -71.74928283691406, 932.8884887695312)","(0.6496139764785767, 0.62437504529953, 1.0821406841278076)",1,1706707222661,0.49,0.57
14134124565,14111604801,"(0.49175167083740234, 0.5103663206100464)","(-3.0311174392700195, 112.00604248046875, 32.72101593017578)",1,5.74420166015625,1,"(-159.55758666992188, -64.38455963134766, 923.6797485351562)","(0.7413790822029114, 0.6095830798149109, 1.0791362524032593)",1,"(0.48204103112220764, 0.6137824058532715)","(-6.600918769836426, 91.91078186035156, 25.40693473815918)",1,4.1006622314453125,1,"(-100.9271469116211, -71.71792602539062, 932.5162353515625)","(0.6496893763542175, 0.6243685483932495, 1.0813997983932495)",1,1706707222673,0.49,0.56
14134135669,14111615905,"(0.4893447160720825, 0.512946605682373)","(-3.9159514904022217, 111.50468444824219, 32.53850555419922)",1,5.73974609375,1,"(-159.53414916992188, -64.4395751953125, 924.2040405273438)","(0.741203784942627, 0.6096231341362, 1.0801665782928467)",1,"(0.49078369140625, 0.5936381816864014)","(-3.3869574069976807, 95.82512664794922, 26.831518173217773)",1,4.100982666015625,1,"(-100.8516616821289, -71.79627990722656, 933.0419921875)","(0.6494879722595215, 0.6244480609893799, 1.0824378728866577)",1,1706707222685,0.49,0.55
14134146772,14111627008,"(0.4893447160720825, 0.512946605682373)","(-3.9159514904022217, 111.50468444824219, 32.53850555419922)",1,5.73974609375,1,"(-159.53668212890625, -64.44297790527344, 924.2039184570312)","(0.7412077188491821, 0.6096300482749939, 1.0801677703857422)",1,"(0.49078369140625, 0.5936381816864014)","(-3.3869574069976807, 95.82512664794922, 26.831518173217773)",1,4.100982666015625,1,"(-100.84912109375, -71.79287719726562, 933.0421142578125)","(0.6494840979576111, 0.6244412064552307, 1.0824370384216309)",1,1706707222695,0.49,0.55
14134157875,14111638111,"(0.47841396927833557, 0.5188047289848328)","(-7.934296607971191, 110.36636352539062, 32.12419128417969)",1,5.788055419921875,1,"(-159.5392303466797, -64.44637298583984, 924.2037963867188)","(0.7412117123603821, 0.6096370220184326, 1.0801688432693481)",1,"(0.49078369140625, 0.5936381816864014)","(-3.3869574069976807, 95.82512664794922, 26.831518173217773)",1,4.100982666015625,1,"(-100.84657287597656, -71.78947448730469, 933.042236328125)","(0.6494801640510559, 0.6244342923164368, 1.0824363231658936)",1,1706707222706,0.48,0.56
14134168978,14111649214,"(0.48237934708595276, 0.5009510517120361)","(-6.476551055908203, 113.83560180664062, 33.38688278198242)",1,5.788787841796875,1,"(-159.48464965820312, -64.43592071533203, 924.7383422851562)","(0.7409851551055908, 0.6095418930053711, 1.081200122833252)",1,"(0.48180606961250305, 0.61519855260849)","(-6.687285900115967, 91.63562774658203, 25.306720733642578)",1,4.1041717529296875,1,"(-100.72576904296875, -71.79088592529297, 933.5762329101562)","(0.6492075324058533, 0.6243570446968079, 1.0834693908691406)",1,1706707222742,0.48,0.56
14134180081,14111660317,"(0.48237934708595276, 0.5009510517120361)","(-6.476551055908203, 113.83560180664062, 33.38688278198242)",1,5.788787841796875,1,"(-159.37380981445312, -64.42738342285156, 924.7935180664062)","(0.7407999038696289, 0.609518826007843, 1.0812697410583496)",1,"(0.4804879426956177, 0.6174366474151611)","(-7.171873092651367, 91.20074462890625, 25.148435592651367)",1,4.1650390625,1,"(-100.60665130615234, -71.77581024169922, 933.6240234375)","(0.6490179300308228, 0.6243212819099426, 1.0835362672805786)",1,1706707222743,0.48,0.56
14134191184,14111671420,"(0.48237934708595276, 0.5009510517120361)","(-6.476551055908203, 113.83560180664062, 33.38688278198242)",1,5.788787841796875,1,"(-159.37632751464844, -64.4307861328125, 924.7933959960938)","(0.7408038377761841, 0.609525740146637, 1.081270694732666)",1,"(0.4804879426956177, 0.6174366474151611)","(-7.171873092651367, 91.20074462890625, 25.148435592651367)",1,4.1650390625,1,"(-100.60413360595703, -71.77240753173828, 933.6241455078125)","(0.6490140557289124, 0.6243144273757935, 1.0835355520248413)",1,1706707222743,0.48,0.56
14134202287,14111682524,"(0.4748605191707611, 0.5031763911247253)","(-9.240598678588867, 113.4031982421875, 33.22945022583008)",1,5.780792236328125,1,"(-159.4425048828125, -64.22542572021484, 924.6303100585938)","(0.740946352481842, 0.609126091003418, 1.0809444189071655)",1,"(0.4615829586982727, 0.5906398296356201)","(-14.121699333190918, 96.40776062011719, 27.04364776611328)",1,4.174591064453125,1,"(-100.6398696899414, -71.56954956054688, 933.4688110351562)","(0.6490914821624756, 0.6239256262779236, 1.0832042694091797)",1,1706707222752,0.47,0.55
14134213390,14111693627,"(0.4748605191707611, 0.5031763911247253)","(-9.240598678588867, 113.4031982421875, 33.22945022583008)",1,5.780792236328125,1,"(-159.4449920654297, -64.22883605957031, 924.6302490234375)","(0.7409502863883972, 0.6091330647468567, 1.0809457302093506)",1,"(0.46030768752098083, 0.5847256779670715)","(-14.590500831604004, 97.55695343017578, 27.46192169189453)",1,4.1150360107421875,1,"(-100.63739013671875, -71.56614685058594, 933.4688720703125)","(0.64908766746521, 0.6239187121391296, 1.0832033157348633)",1,1706707222762,0.47,0.54
14134224494,14111704731,"(0.4748605191707611, 0.5031763911247253)","(-9.240598678588867, 113.4031982421875, 33.22945022583008)",1,5.780792236328125,1,"(-159.44747924804688, -64.23223114013672, 924.630126953125)","(0.7409541606903076, 0.6091399788856506, 1.080946683883667)",1,"(0.46030768752098083, 0.5847256779670715)","(-14.590500831604004, 97.55695343017578, 27.46192169189453)",1,4.1150360107421875,1,"(-100.63490295410156, -71.56275177001953, 933.468994140625)","(0.6490837931632996, 0.6239118576049805, 1.083202600479126)",1,1706707222773,0.47,0.54
14134235597,14111715834,"(0.45557427406311035, 0.4696236848831177)","(-16.330602645874023, 119.92292785644531, 35.60255813598633)",1,5.7921905517578125,1,"(-159.37686157226562, -64.0882568359375, 924.7457885742188)","(0.7408128976821899, 0.6088299751281738, 1.0811306238174438)",1,"(0.4478887617588043, 0.5802761316299438)","(-19.15592384338379, 98.42156982421875, 27.776561737060547)",1,4.122833251953125,1,"(-100.52718353271484, -71.42020416259766, 933.58203125)","(0.6488990783691406, 0.6236069202423096, 1.0833821296691895)",1,1706707222785,0.45,0.52
14134246700,14111726937,"(0.45557427406311035, 0.4696236848831177)","(-16.330602645874023, 119.92292785644531, 35.60255813598633)",1,5.7921905517578125,1,"(-159.29283142089844, -64.07642364501953, 924.88037109375)","(0.7406476140022278, 0.6087885499000549, 1.0813651084899902)",1,"(0.4545598328113556, 0.5636452436447144)","(-16.70351791381836, 101.6531982421875, 28.952781677246094)",1,4.12518310546875,1,"(-100.43082427978516, -71.40253448486328, 933.710693359375)","(0.6487307548522949, 0.6235530972480774, 1.0836138725280762)",1,1706707222795,0.46,0.52
14134257803,14111738040,"(0.45413845777511597, 0.4781893491744995)","(-16.858430862426758, 118.25849914550781, 34.99674606323242)",1,5.7763214111328125,1,"(-159.3539581298828, -64.0344467163086, 924.722412109375)","(0.740783154964447, 0.6087232828140259, 1.0810695886611938)",1,"(0.4545598328113556, 0.5636452436447144)","(-16.70351791381836, 101.6531982421875, 28.952781677246094)",1,4.12518310546875,1,"(-100.4949951171875, -71.35552978515625, 933.5571899414062)","(0.6488532423973083, 0.6234800219535828, 1.0833160877227783)",1,1706707222806,0.45,0.52
14134268906,14111749143,"(0.45069465041160583, 0.46535158157348633)","(-18.124431610107422, 120.75310516357422, 35.90460968017578)",1,5.7890777587890625,1,"(-159.2120819091797, -64.05877685546875, 924.6495361328125)","(0.7405845522880554, 0.6087859869003296, 1.0808814764022827)",1,"(0.4507388770580292, 0.5310549736022949)","(-18.108177185058594, 107.98595428466797, 31.257753372192383)",1,4.14190673828125,1,"(-100.3292236328125, -71.38475799560547, 933.4791870117188)","(0.6486138701438904, 0.6235543489456177, 1.0831304788589478)",1,1706707222818,0.45,0.5
14134280009,14111760246,"(0.45069465041160583, 0.46535158157348633)","(-18.124431610107422, 120.75310516357422, 35.90460968017578)",1,5.7890777587890625,1,"(-159.12484741210938, -64.08538055419922, 924.7937622070312)","(0.7404124140739441, 0.6088221669197083, 1.0811392068862915)",1,"(0.45002439618110657, 0.5402185320854187)","(-18.37083625793457, 106.20536041259766, 30.60967445373535)",1,4.154754638671875,1,"(-100.22856140136719, -71.40605926513672, 933.6177978515625)","(0.6484379172325134, 0.6235783100128174, 1.0833871364593506)",1,1706707222829,0.45,0.5
14134291112,14111771349,"(0.4516424834728241, 0.4628283381462097)","(-17.77599334716797, 121.24341583251953, 36.08305740356445)",1,5.7776947021484375,1,"(-159.12322998046875, -64.04438781738281, 924.514892578125)","(0.7404834032058716, 0.6087768077850342, 1.0805847644805908)",1,"(0.45002439618110657, 0.5402185320854187)","(-18.37083625793457, 106.20536041259766, 30.60967445373535)",1,4.154754638671875,1,"(-100.2376937866211, -71.36058807373047, 933.3396606445312)","(0.6484971046447754, 0.6235284209251404, 1.0828306674957275)",1,1706707222840,0.45,0.5
14134302215,14111782452,"(0.47756335139274597, 0.5023180842399597)","(-8.246984481811523, 113.5699691772461, 33.290130615234375)",1,5.7781219482421875,1,"(-159.09144592285156, -64.035400390625, 924.7340698242188)","(0.7403762340545654, 0.6087285876274109, 1.0810036659240723)",1,"(0.451529324054718, 0.5564959049224854)","(-17.817602157592773, 103.04240417480469, 29.458477020263672)",1,4.1676025390625,1,"(-100.16085052490234, -71.35487365722656, 933.5596923828125)","(0.6483436226844788, 0.6234845519065857, 1.083249807357788)",1,1706707222852,0.46,0.53
14134313319,14111793556,"(0.47756335139274597, 0.5023180842399597)","(-8.246984481811523, 113.5699691772461, 33.290130615234375)",1,5.7781219482421875,1,"(-159.0172882080078, -64.07527923583984, 925.0614624023438)","(0.740175724029541, 0.6087662577629089, 1.0816278457641602)",1,"(0.4423794746398926, 0.5657302141189575)","(-21.181249618530273, 101.24803924560547, 28.805377960205078)",1,4.148223876953125,1,"(-100.0630874633789, -71.39314270019531, 933.8819580078125)","(0.6481422185897827, 0.623514711856842, 1.0838737487792969)",1,1706707222871,0.46,0.53
